Altitude (m)	Pressure (Pa)
14890.9597	11785
14894.2866	11784
14893.81123	11781
14893.33589	11776
14895.23744	11785
14891.43487	11789
14893.33589	11785
14890.9597	11783
14896.1884	11780
14895.7129	11781
14899.51782	11774
14902.84884	11774
14899.51782	11766
14902.37288	11767
14905.70527	11770
14902.37288	11758
14906.18146	11764
14907.61022	11755
14906.65768	11758
14908.08654	11752
14919.05093	11735
14921.91407	11730
14922.39138	11718
14924.30093	11716
14934.33473	11696
15028.20907	11493
15050.54143	11467
15052.00041	11448
15051.02772	11455
15071.97085	11401
15091.99946	11362
15088.08685	11369
15081.73361	11355
14921.4368	11720
14923.34609	11724
14926.68861	11715
14930.98851	11709
14930.03275	11713
14927.16624	11709
14929.55491	11712
14929.07711	11711
14921.4368	11718
14925.2559	11718
14926.68861	11723
14926.68861	11715
14929.07711	11711
14929.55491	11714
14930.51061	11715
14930.51061	11703
14929.07711	11717
14930.03275	11708
14930.03275	11715
14930.03275	11709
14927.16624	11708
14929.55491	11707
14931.46644	11705
14928.59935	11707
14928.59935	11708
14932.90044	11712
14925.73344	11706
14930.03275	11707
14931.46644	11702
14930.03275	11704
14932.90044	11703
14933.37851	11700
14930.98851	11699
14935.76933	11690
14936.72588	11692
14939.59636	11691
14936.72588	11692
14950.13165	11666
14951.56953	11662
14965.00417	11629
15039.8517	11475
15039.36619	11502
15058.81307	11432
15132.72482	11266
15154.90628	11247
15147.99769	11254
15144.05305	11281
15138.14034	11292
15133.21696	11295
15128.29712	11308
15126.82186	11305
15110.12431	11340
15078.31507	11410
15065.63248	11440
15019.49	11517
14997.25794	11577
14986.16874	11588
14954.92574	11665
14944.38313	11677
14943.90431	11678
14945.34089	11673
14945.34089	11678
14945.34089	11671
14948.21495	11672
14948.21495	11671
14947.73585	11669
14947.73585	11673
14946.77777	11678
14946.77777	11669
14949.65242	11666
14948.69407	11670
14948.69407	11666
14953.0077	11662
14951.56953	11664
14955.88495	11663
14958.28358	11647
14984.242	11525
14976.54043	11626
14964.52391	11635
15038.39529	11509
15020.45824	11519
15040.33723	11404
15062.70905	11463
15097.87255	11346
15129.28081	11355
15076.8505	11385
15133.21696	11275
15146.51818	11277
15135.67821	11286
15133.21696	11302
15128.78895	11300
15127.80533	11304
15122.39796	11314
15118.46801	11324
15107.67221	11341
15095.42482	11376
15092.48869	11382
15084.66515	11396
15091.99946	11376
15074.89822	11405
15074.41024	11406
15065.63248	11436
15069.04472	11412
15080.26831	11393
15093.46726	11355
15105.71116	11340
15108.65294	11339
15115.52201	11330
15113.06799	11330
15113.55872	11330
15070.50763	11415
15070.01996	11419
15060.2738	11444
15047.6244	11473
15038.88073	11479
15046.16635	11477
15049.56895	11463
15042.76543	11481
15034.51305	11497
15031.11788	11497
15025.30149	11513
15022.39513	11513
15028.20907	11510
15023.36378	11512
15040.33723	11475
15046.16635	11480
15040.33723	11481
15042.27972	11483
15033.05777	11488
15049.56895	11452
15058.32622	11433
15070.99534	11423
15077.33865	11400
15114.5403	11325
15115.03114	11308
15137.15538	11282
15142.08158	11267
15144.54601	11262
15156.3876	11227
15165.28223	11219
15162.81034	11241
15160.33934	11236
15160.83347	11229
15150.95766	11239
15157.86924	11249
15151.45112	11252
15149.47752	11247
15030.633	11506
15009.33168	11547
15006.43205	11557
15001.11924	11565
14996.77543	11575
14992.43436	11575
14991.95218	11574
14992.91656	11575
14994.84573	11584
14998.70567	11576
14994.84573	11568
14998.22306	11566
14994.84573	11561
14998.22306	11572
14993.88108	11571
14996.29295	11571
14996.29295	11567
14997.74048	11569
14998.70567	11569
14998.22306	11577
14994.36338	11564
14995.3281	11576
14998.22306	11567
14994.84573	11570
14993.3988	11576
14997.74048	11562
14997.74048	11570
14998.70567	11569
14996.77543	11566
14998.70567	11566
14998.70567	11567
15003.53365	11559
15002.56778	11560
15004.01663	11555
15004.9827	11555
15009.33168	11539
15011.26545	11533
15012.23253	11531
15015.6184	11522
15065.63248	11401
15105.22098	11330
15122.39796	11309
15121.9066	11304
15128.78895	11296
15132.72482	11302
15129.7727	11302
15134.20136	11291
15126.82186	11300
15127.31358	11306
15122.88937	11310
15122.39796	11316
15098.85189	11367
15068.06962	11436
15052.97323	11474
15019.49	11531
15016.5861	11534
15010.2985	11549
15009.81507	11546
15003.53365	11559
15004.9827	11548
15005.9489	11553
15004.49965	11554
15006.43205	11555
15005.9489	11553
15003.53365	11552
15004.01663	11551
15004.9827	11553
15008.365	11546
15010.78195	11545
15009.33168	11543
15007.39846	11545
15006.91524	11548
15005.9489	11540
15006.91524	11543
15009.81507	11536
15012.71613	11541
15012.23253	11539
15010.2985	11541
15011.26545	11539
15006.91524	11545
15010.78195	11532
15010.78195	11538
15011.26545	11536
15014.65084	11538
15009.81507	11536
15015.6184	11543
15014.16711	11539
15011.26545	11540
15015.1346	11534
15015.1346	11540
15013.19975	11532
15014.65084	11533
15013.68341	11530
15015.1346	11527
15016.10223	11531
15019.00593	11530
15018.0379	11524
15018.5219	11531
15019.00593	11529
15015.1346	11530
15017.55393	11524
15017.07	11530
15019.49	11522
15019.97411	11528
15019.97411	11521
15020.94241	11521
15021.42662	11516
15021.91086	11518
15021.91086	11517
15019.49	11517
15024.33257	11513
15021.91086	11510
15022.87944	11516
15026.75513	11510
15028.20907	11507
15026.27055	11512
15027.23974	11508
15023.84816	11513
15025.786	11508
15048.59661	11448
15163.30465	11180
15181.6191	11158
15217.39903	11125
15208.4365	11132
15214.41022	11115
15210.42716	11141
15179.6368	11198
15172.70326	11216
15164.29337	11245
15147.50449	11256
15134.20136	11297
15115.03114	11290
15109.63382	11445
15041.79405	11476
15040.82281	11476
15039.8517	11474
15038.88073	11473
15042.76543	11475
15042.27972	11471
15043.73695	11476
15044.22276	11469
15047.13835	11470
15046.16635	11470
15047.6244	11474
15043.73695	11466
15043.73695	11472
15045.6804	11466
15048.59661	11464
15043.25118	11462
15047.6244	11467
15048.11049	11463
15047.13835	11465
15050.05517	11453
15050.54143	11464
15056.8659	11446
15106.20137	11398
15063.68338	11348
15171.71332	11207
15229.36736	11089
15238.85717	11048
15251.8646	11053
15260.88427	11037
15235.35939	11084
15243.8571	11070
15222.38329	11111
15199.98265	11157
15197.00143	11165
15190.54657	11162
15193.52498	11166
15195.51131	11163
15194.51807	11159
15196.00798	11159
15197.49821	11159
15198.98877	11152
15199.98265	11150
15203.95963	11149
15201.97086	11150
15205.4516	11148
15201.97086	11151
15206.44642	11143
15204.95424	11145
15205.4516	11143
15206.94389	11132
15197.49821	11154
15202.96517	11153
15209.43176	11141
15199.98265	11156
15177.15973	11197
15182.11477	11190
15185.58543	11176
15187.0734	11184
15178.15045	11200
15177.15973	11198
15175.67392	11212
15171.71332	11208
15161.32764	11238
15156.3876	11253
15126.82186	11302
15089.55382	11372
15085.15386	11390
15084.66515	11395
15080.75671	11390
15082.22212	11393
15084.17647	11394
15081.24515	11396
15083.19922	11386
15086.13138	11391
15085.15386	11391
15085.6426	11389
15080.75671	11393
15080.75671	11397
15077.33865	11402
15077.33865	11400
15080.26831	11395
15078.31507	11398
15078.80333	11401
15080.26831	11393
15080.26831	11398
15080.26831	11399
15079.29162	11390
15079.29162	11393
15080.75671	11392
15083.68783	11391
15085.6426	11383
15090.04288	11376
15093.46726	11371
15095.9143	11364
15096.89335	11367
15105.22098	11354
15101.79074	11342
15115.52201	11337
15123.38081	11313
15135.67821	11278
15164.78778	11235
15208.93411	11129
15211.42271	11146
15237.85762	11086
15238.35738	11076
15240.35676	11067
15247.35923	11055
15268.91177	11012
15270.41797	11018
15263.89348	11027
15263.89348	11028
15259.38017	11042
15259.8815	11035
15263.39185	11025
15263.89348	11030
15265.90035	11025
15274.93858	11011
15271.42229	11014
15276.94871	10995
15279.46219	10996
15281.47365	10995
15283.9888	10990
15283.9888	10993
15284.99512	10984
15282.98263	10990
15288.51841	10989
15280.46784	10991
15281.9766	10997
15277.95399	10996
15281.9766	10986
15290.53253	10980
15291.03616	10972
15291.03616	10971
15287.51157	10982
15285.49833	10985
15286.00159	10983
15279.965	10991
15277.45133	10994
15278.45669	10996
15278.45669	11004
15277.45133	10983
15279.46219	10991
15274.43615	10999
15272.92905	11011
15269.4138	11024
15265.90035	11028
15263.39185	11026
15263.89348	11029
15261.88719	11030
15260.38287	11035
15263.39185	11021
15262.89026	11039
15257.87639	11036
15260.88427	11031
15248.86069	11058
15241.85669	11071
15225.87444	11101
15220.88763	11107
15179.6368	11218
15146.51818	11241
15133.70914	11293
15127.80533	11297
15122.39796	11310
15118.95913	11312
15120.4327	11315
15119.94148	11316
15114.5403	11327
15117.48587	11324
15117.48587	11325
15114.5403	11334
15116.50387	11320
15116.99485	11321
15119.45029	11325
15117.97692	11320
15116.01293	11316
15120.4327	11314
15115.03114	11326
15118.95913	11323
15116.50387	11316
15117.48587	11321
15117.97692	11319
15123.87228	11319
15124.36379	11315
15120.92397	11313
15121.9066	11311
15118.95913	11318
15119.45029	11316
15118.95913	11319
15122.39796	11312
15123.38081	11311
15120.92397	11308
15123.87228	11314
15123.87228	11305
15124.36379	11309
15120.92397	11307
15123.38081	11313
15125.83852	11309
15124.85533	11305
15125.83852	11304
15130.26464	11296
15127.31358	11299
15131.74064	11298
15128.29712	11298
15129.7727	11302
15130.26464	11298
15129.28081	11300
15131.74064	11296
15134.20136	11297
15132.23271	11294
15129.7727	11293
15133.21696	11292
15131.74064	11288
15130.7566	11286
15132.23271	11285
15131.74064	11291
15130.26464	11295
15130.26464	11290
15131.74064	11293
15132.23271	11297
15138.14034	11286
15139.61804	11280
15137.64784	11273
15140.60335	11276
15140.11067	11275
15142.57439	11276
15140.11067	11271
15144.54601	11273
15141.5888	11264
15146.02509	11263
15147.50449	11260
15148.49093	11255
15149.47752	11258
15152.93169	11252
15152.43813	11248
15152.93169	11247
15155.40002	11249
15154.41258	11246
15158.36319	11235
15158.36319	11240
15161.82184	11237
15162.31607	11227
15252.8662	11031
15256.37295	11048
15252.8662	11033
15280.97073	11003
15276.94871	10994
15289.02188	10976
15288.01497	10974
15279.46219	10993
15279.965	10985
15290.53253	10963
15300.10775	10953
15314.74852	10922
15316.26488	10915
15321.32185	10913
15324.35782	10907
15325.37012	10907
15325.37012	10900
15329.4208	10900
15328.91433	10895
15327.90151	10894
15330.94042	10891
15317.78158	10922
15311.21167	10934
15316.77041	10918
15322.33369	10907
15325.37012	10915
15306.16219	10940
15296.07444	10963
15295.06649	10971
15292.54725	10974
15288.51841	10974
15288.01497	10974
15292.54725	10968
15290.02895	10974
15292.04352	10973
15295.06649	10968
15293.05103	10979
15277.95399	10986
15292.04352	10962
15329.4208	10903
15333.98069	10898
15327.39516	10912
15316.77041	10919
15337.52938	10883
15336.00829	10884
15331.44704	10896
15330.43384	10892
15334.99441	10887
15330.43384	10895
15333.98069	10892
15334.48753	10884
15334.48753	10890
15337.52938	10873
15346.66309	10861
15351.74267	10851
15332.96712	10890
15337.02231	10879
15333.98069	10900
15317.78158	10906
15267.90781	11060
15252.36538	11086
15235.35939	11100
15215.90446	11139
15204.95424	11152
15193.52498	11170
15192.03562	11174
15189.55406	11177
15182.61047	11189
15182.61047	11192
15180.13232	11193
15177.65507	11202
15176.16915	11202
15175.67392	11203
15176.16915	11197
15174.18842	11204
15173.19828	11205
15172.20827	11207
15172.70326	11204
15176.16915	11200
15172.70326	11200
15175.17872	11201
15173.19828	11208
15166.76579	11214
15173.19828	11208
15173.19828	11210
15171.71332	11205
15175.67392	11211
15171.21841	11209
15174.18842	11208
15175.67392	11199
15178.64587	11204
15178.15045	11196
15176.16915	11202
15182.61047	11194
15180.13232	11192
15180.62788	11195
15182.11477	11190
15183.60198	11188
15185.08951	11185
15183.60198	11185
15183.60198	11179
15180.62788	11187
15181.12347	11191
15180.13232	11196
15181.12347	11193
15179.6368	11198
15180.62788	11193
15183.60198	11191
15182.61047	11191
15182.61047	11182
15184.59363	11183
15183.10621	11188
15185.08951	11186
15188.06555	11169
15190.0503	11182
15188.56168	11176
15188.56168	11181
15185.08951	11175
15190.0503	11174
15190.0503	11170
15189.55406	11177
15190.54657	11169
15192.03562	11170
15193.52498	11173
15192.03562	11173
15193.52498	11176
15190.54657	11170
15194.51807	11159
15195.51131	11161
15195.51131	11170
15195.01467	11163
15195.51131	11158
15194.02151	11161
15196.00798	11165
15196.50469	11162
15197.49821	11161
15200.47965	11151
15203.46239	11147
15207.44139	11147
15304.14345	10946
15303.1343	10950
15308.68646	10947
15270.92011	11021
15264.39514	11032
15265.39858	11028
15261.88719	11029
15279.965	10967
15312.22201	10915
15322.83967	10908
15343.61716	10876
15354.79224	10841
15353.26729	10846
15354.28388	10855
15345.13996	10864
15341.07993	10871
15353.26729	10849
15360.89548	10838
15389.96081	10779
15390.47184	10785
15369.04164	10820
15368.02284	10842
15355.80907	10843
15353.26729	10848
15350.2184	10844
15354.28388	10857
15346.15534	10864
15338.54364	10874
15307.17179	10930
15310.70655	10873
15228.3692	11104
15285.49833	11057
15212.9163	11123
15216.90081	11126
15214.41022	11133
15215.90446	11120
15218.89393	11114
15329.9273	10871
15327.90151	10885
15362.42214	10867
15349.71039	10856
15356.31754	10846
15360.38666	10831
15362.9311	10826
15369.04164	10817
15365.98569	10820
15376.17755	10803
15379.23808	10794
15394.56145	10757
15398.14188	10760
15406.84505	10739
15396.09569	10773
15408.89448	10749
15422.7443	10700
15417.61145	10737
15412.48247	10739
15416.07235	10721
15398.14188	10752
15396.09569	10774
15403.77207	10766
15392.51634	10784
15371.58932	10803
15380.25857	10797
15397.63027	10758
15405.82057	10747
15406.84505	10744
15406.33279	10746
15401.21231	10755
15406.33279	10748
15410.43196	10739
15414.02075	10729
15417.09837	10725
15414.53359	10733
15418.12456	10722
15417.61145	10721
15417.09837	10722
15418.12456	10715
15407.86969	10747
15406.33279	10741
15414.53359	10729
15415.55939	10730
15409.91943	10746
15408.38207	10744
15407.86969	10745
15410.94453	10741
15409.40693	10740
15408.89448	10740
15405.30839	10743
15409.40693	10748
15405.30839	10754
15402.2361	10750
15402.2361	10756
15398.65352	10750
15401.72419	10752
15385.36329	10778
15400.70048	10749
15406.84505	10743
15409.40693	10736
15412.48247	10722
15403.26004	10737
15403.77207	10774
15370.0606	10838
15348.69447	10862
15369.5511	10814
15374.13795	10814
15368.53222	10817
15366.49492	10824
15363.44011	10838
15361.91321	10831
15362.42214	10829
15364.96734	10840
15348.18657	10867
15345.13996	10871
15337.52938	10894
15272.92905	11011
15269.91587	11019
15260.38287	11029
15262.89026	11032
15261.88719	11035
15260.38287	11033
15260.38287	11047
15256.87406	11037
15257.87639	11039
15259.38017	11042
15251.8646	11052
15252.8662	11053
15251.36386	11051
15250.86315	11049
15253.86794	11047
15251.8646	11051
15251.36386	11048
15249.36125	11049
15253.86794	11048
15254.36887	11049
15252.8662	11045
15253.86794	11042
15252.36538	11045
15252.36538	11052
15249.86185	11050
15250.86315	11049
15254.86984	11049
15254.86984	11040
15251.8646	11043
15255.87187	11042
15253.86794	11041
15255.37084	11039
15256.87406	11039
15259.38017	11027
15261.88719	11027
15259.38017	11035
15259.38017	11033
15262.38871	11032
15264.39514	11021
15264.39514	11022
15266.40216	11019
15267.40589	11011
15271.42229	11020
15270.92011	11012
15273.93375	11007
15279.46219	11000
15277.95399	10995
15278.95942	10991
15272.92905	11004
15271.92451	11010
15273.43138	11005
15276.44612	11004
15268.40977	11017
15272.42676	11018
15268.40977	11009
15271.92451	11014
15269.91587	11011
15268.40977	11015
15272.92905	11015
15269.4138	11012
15269.4138	11012
15269.4138	11015
15270.41797	11010
15274.43615	11001
15278.95942	11004
15273.93375	11007
15273.43138	11002
15275.44106	11002
15271.92451	11003
15276.94871	11005
15275.94357	11001
15274.93858	11008
15274.93858	11004
15273.93375	11000
15278.95942	11002
15275.94357	11006
15275.94357	10998
15277.95399	11003
15276.44612	10999
15277.95399	10996
15277.45133	10999
15277.95399	10995
15275.94357	10995
15278.95942	10996
15277.95399	10994
15280.46784	10992
15284.49194	10989
15281.47365	10989
15286.50488	10984
15286.00159	10984
15289.5254	10977
15289.02188	10983
15288.51841	10983
15296.07444	10963
15299.0992	10963
15298.59498	10959
15297.08255	10950
15300.61208	10954
15298.0908	10957
15299.0992	10954
15304.14345	10947
15301.11645	10946
15303.1343	10952
15310.20147	10901
15326.88884	10869
15359.87789	10818
15398.14188	10753
15410.43196	10711
15428.90885	10705
15425.31218	10705
15423.2578	10717
15423.77134	10707
15439.71029	10675
15441.25476	10675
15444.34475	10668
15444.34475	10674
15439.19555	10688
15433.53594	10686
15436.62241	10688
15441.25476	10687
15368.53222	10832
15339.05082	10889
15323.85173	10912
15319.29861	10917
15318.79289	10917
15320.31015	10915
15321.82775	10914
15317.27597	10918
15317.27597	10920
15315.75939	10929
15316.26488	10920
15320.81598	10913
15319.80436	10907
15323.34568	10907
15325.87632	10906
15327.39516	10905
15325.87632	10900
15312.72724	10925
15312.72724	10928
15308.18153	10934
15310.70655	10943
15305.65745	10937
15307.17179	10936
15308.68646	10937
15309.19143	10935
15304.14345	10936
15309.69643	10933
15310.20147	10930
15309.19143	10934
15309.69643	10931
15307.67664	10939
15304.64808	10940
15308.68646	10935
15309.69643	10938
15308.18153	10934
15310.20147	10927
15310.20147	10932
15312.22201	10934
15309.19143	10927
15311.21167	10934
15311.21167	10929
15314.74852	10925
15312.72724	10925
15313.2325	10930
15314.74852	10929
15312.22201	10925
15315.75939	10920
15313.73781	10926
15314.74852	10925
15317.27597	10922
15315.75939	10923
15316.77041	10918
15316.77041	10918
15316.77041	10919
15314.74852	10921
15315.25394	10924
15315.75939	10920
15319.80436	10918
15318.28722	10916
15319.80436	10910
15320.81598	10915
15317.78158	10915
15325.87632	10915
15319.29861	10907
15318.79289	10911
15322.33369	10909
15320.31015	10913
15321.82775	10913
15327.90151	10908
15323.85173	10901
15324.35782	10905
15329.4208	10901
15328.4079	10896
15325.37012	10902
15327.90151	10901
15326.38256	10903
15328.91433	10900
15332.46039	10892
15330.43384	10894
15327.90151	10899
15327.39516	10896
15326.38256	10898
15331.95369	10899
15332.46039	10893
15330.43384	10891
15328.91433	10894
15330.43384	10891
15332.46039	10889
15330.43384	10885
15336.00829	10887
15333.98069	10894
15335.50133	10887
15331.44704	10893
15336.51528	10889
15333.98069	10887
15335.50133	10894
15333.98069	10887
15332.96712	10884
15337.52938	10881
15332.46039	10883
15335.50133	10885
15334.99441	10878
15333.47388	10883
15337.02231	10882
15332.96712	10882
15336.51528	10885
15337.52938	10886
15339.05082	10873
15341.5873	10872
15341.5873	10872
15339.55804	10878
15342.09471	10869
15340.0653	10867
15342.60216	10868
15341.07993	10877
15338.03649	10875
15343.10964	10872
15340.57259	10868
15342.09471	10871
15342.09471	10874
15340.0653	10873
15344.12472	10874
15341.5873	10872
15341.5873	10870
15346.15534	10867
15344.12472	10865
15346.15534	10862
15346.66309	10862
15357.84317	10834
15358.86046	10838
15361.91321	10834
15359.36915	10840
15360.38666	10834
15363.44011	10836
15359.87789	10833
15361.40433	10840
15364.45822	10838
15358.86046	10830
15368.53222	10825
15367.00419	10817
15368.02284	10819
15369.04164	10817
15368.53222	10810
15379.74831	10807
15379.74831	10802
15374.13795	10787
15413.50795	10734
15490.34559	10581
15490.34559	10579
15481.01684	10614
15440.22508	10691
15438.16618	10692
15426.85338	10707
15425.31218	10709
15422.23084	10708
15428.90885	10703
15431.99322	10695
15466.01414	10621
15484.64316	10589
15485.67961	10590
15487.23458	10597
15488.27142	10598
15483.60687	10596
15479.98111	10605
15479.4633	10608
15469.11543	10632
15460.84848	10644
15436.1079	10691
15437.13696	10703
15399.67692	10765
15392.00516	10777
15389.96081	10782
15380.25857	10783
15382.81045	10788
15380.76887	10785
15386.38469	10789
15387.91709	10788
15384.85264	10786
15378.21775	10796
15380.25857	10794
15380.25857	10799
15380.76887	10797
15379.74831	10793
15383.32094	10798
15379.74831	10802
15380.76887	10792
15383.32094	10792
15380.25857	10799
15381.78958	10798
15384.34204	10793
15381.78958	10794
15382.81045	10792
15382.3	10791
15383.83147	10788
15387.40625	10787
15389.96081	10779
15384.85264	10790
15384.85264	10785
15388.42796	10787
15385.36329	10784
15383.83147	10791
15388.93887	10788
15387.91709	10779
15388.93887	10779
15387.91709	10781
15387.91709	10781
15389.44982	10779
15392.00516	10772
15389.96081	10779
15387.91709	10776
15391.49401	10774
15389.96081	10771
15391.49401	10777
15389.96081	10773
15392.00516	10767
15391.49401	10767
15393.02756	10773
15394.56145	10767
15397.63027	10772
15399.1652	10760
15398.14188	10761
15399.67692	10754
15401.21231	10757
15398.14188	10757
15401.21231	10758
15398.14188	10758
15398.65352	10762
15399.67692	10756
15399.1652	10757
15397.11871	10754
15402.2361	10756
15399.1652	10760
15400.18868	10757
15398.65352	10749
15398.65352	10757
15398.65352	10750
15399.67692	10760
15402.2361	10752
15401.72419	10748
15399.67692	10755
15401.21231	10747
15402.74805	10746
15402.2361	10753
15400.70048	10745
15401.21231	10753
15401.72419	10753
15400.70048	10756
15399.67692	10754
15401.72419	10753
15406.84505	10739
15408.38207	10739
15518.40912	10502
15510.08187	10532
15550.25107	10469
15553.91467	10459
15549.20469	10469
15549.72786	10463
15552.86772	10457
15553.91467	10458
15554.96177	10460
15552.34431	10461
15548.68156	10479
15542.40718	10491
15496.57189	10582
15504.36282	10548
15436.1079	10690
15459.29955	10600
15489.30843	10598
15477.39246	10614
15455.68675	10655
15421.20404	10714
15418.63771	10716
15422.7443	10713
15422.7443	10717
15422.23084	10720
15421.71742	10709
15425.31218	10714
15420.17739	10715
15422.7443	10712
15422.7443	10709
15423.2578	10710
15427.88104	10710
15425.82588	10707
15425.82588	10705
15425.82588	10707
15425.82588	10710
15424.28491	10711
15426.33961	10707
15423.77134	10704
15422.23084	10712
15424.28491	10716
15423.77134	10715
15425.82588	10711
15422.7443	10716
15427.88104	10707
15425.82588	10708
15427.88104	10712
15424.79853	10705
15423.2578	10706
15426.33961	10710
15427.88104	10712
15425.31218	10712
15425.82588	10712
15422.7443	10713
15422.23084	10704
15430.45086	10701
15426.85338	10705
15425.31218	10705
15426.33961	10705
15424.79853	10709
15424.28491	10709
15428.39492	10704
15424.79853	10703
15428.90885	10707
15425.31218	10701
15428.90885	10700
15430.45086	10703
15430.45086	10701
15426.85338	10705
15429.93682	10706
15428.90885	10698
15431.47906	10698
15428.90885	10701
15433.02166	10686
15431.47906	10696
15430.96494	10690
15434.56461	10690
15432.50742	10688
15434.05025	10690
15435.59343	10681
15443.82965	10679
15442.79958	10683
15440.7399	10678
15443.82965	10674
15444.34475	10674
15442.2846	10673
15440.7399	10675
15439.19555	10691
15437.13696	10684
15440.22508	10681
15436.62241	10678
15440.7399	10679
15443.31459	10677
15441.76966	10675
15443.31459	10673
15443.82965	10680
15441.25476	10677
15442.2846	10676
15442.2846	10675
15445.37506	10673
15443.31459	10677
15441.25476	10672
15442.2846	10670
15441.76966	10669
15441.76966	10675
15445.89027	10669
15444.34475	10662
15448.98237	10664
15447.43614	10669
15445.37506	10669
15444.85988	10660
15444.85988	10668
15446.92081	10662
15448.98237	10664
15452.07588	10654
15454.139	10648
15465.4974	10625
15467.04775	10630
15510.60203	10522
15527.78954	10511
15520.49254	10522
15566.49066	10434
15574.88767	10404
15603.30489	10368
15609.10827	10337
15639.26053	10297
15646.15628	10284
15660.50081	10256
15647.74861	10290
15657.3105	10265
15654.12169	10273
15654.12169	10265
15648.27947	10285
15649.8723	10276
15644.56433	10303
15624.43205	10330
15620.20133	10344
15613.8602	10344
15602.25026	10361
15609.6361	10363
15610.16396	10347
15598.03341	10392
15606.99737	10349
15614.3884	10345
15602.77755	10370
15609.10827	10373
15606.46975	10378
15594.8725	10353
15601.72301	10372
15614.3884	10341
15555.48539	10470
15556.00904	10445
15478.4278	10603
15472.21813	10612
15472.73539	10616
15469.63245	10623
15468.59845	10626
15470.6666	10618
15470.1495	10626
15466.01414	10628
15469.63245	10627
15469.11543	10626
15469.63245	10621
15470.1495	10617
15472.21813	10624
15467.04775	10619
15468.08151	10621
15471.70092	10615
15473.25268	10614
15470.1495	10621
15469.63245	10616
15474.28739	10614
15472.21813	10623
15471.70092	10618
15481.53477	10597
15523.61886	10498
15647.21779	10276
15648.27947	10293
15624.96108	10339
15581.71794	10457
15494.49582	10591
15485.16137	10596
15481.53477	10600
15480.49896	10596
15479.4633	10600
15477.91011	10607
15482.57074	10602
15480.49896	10604
15478.4278	10602
15480.49896	10599
15479.98111	10601
15481.01684	10601
15482.05274	10601
15480.49896	10595
15480.49896	10598
15482.05274	10603
15481.01684	10593
15479.4633	10601
15478.4278	10601
15479.4633	10595
15482.57074	10599
15485.16137	10597
15485.67961	10586
15489.30843	10583
15488.7899	10589
15490.34559	10585
15495.53378	10572
15495.53378	10567
15495.01478	10562
15493.9769	10571
15500.72594	10571
15496.05281	10568
15496.57189	10570
15498.12936	10570
15500.20654	10562
15500.72594	10560
15498.6486	10562
15497.61016	10574
15496.05281	10574
15498.6486	10567
15496.57189	10576
15655.71591	10256
15671.1461	10235
15687.67964	10211
15653.59037	10269
15653.59037	10294
15642.44231	10335
15513.72379	10537
15512.68304	10550
15506.96179	10553
15506.44192	10558
15505.40229	10549
15509.04169	10552
15506.96179	10550
15508.00166	10549
15509.04169	10544
15613.33204	10348
15688.74771	10198
15691.95296	10195
15660.50081	10268
15646.68702	10283
15633.43117	10345
15584.8727	10422
15557.58025	10451
15534.05038	10493
15523.09771	10517
15521.01349	10528
15517.36766	10529
15518.92992	10537
15519.97162	10528
15518.40912	10536
15519.45075	10525
15518.92992	10528
15516.84699	10528
15521.53448	10530
15518.40912	10523
15520.49254	10536
15519.97162	10519
15519.97162	10526
15519.45075	10532
15517.88837	10528
15518.40912	10523
15521.01349	10523
15521.53448	10523
15521.53448	10522
15520.49254	10527
15522.05552	10522
15523.61886	10526
15520.49254	10518
15526.22523	10520
15521.53448	10525
15525.70388	10520
15522.57659	10520
15520.49254	10516
15523.61886	10520
15523.61886	10519
15526.74663	10515
15526.22523	10513
15525.70388	10518
15524.66129	10515
15527.78954	10509
15525.70388	10508
15527.26806	10512
15524.14005	10511
15527.26806	10512
15527.26806	10511
15527.26806	10517
15527.26806	10509
15529.3542	10509
15527.26806	10510
15528.31105	10507
15530.91923	10501
15534.57237	10499
15534.05038	10507
15532.48462	10505
15531.44099	10505
15538.22749	10488
15535.61649	10492
15538.22749	10483
15540.31701	10481
15542.92982	10483
15543.97523	10487
15548.15848	10472
15547.11242	10471
15597.50649	10387
15601.1958	10378
15676.47507	10231
15678.60784	10229
15685.544	10204
15682.3418	10210
15700.50774	10184
15709.07342	10165
15712.82433	10163
15716.04107	10156
15714.43251	10150
15725.16352	10138
15723.55278	10156
15705.86001	10171
15708.53774	10168
15720.33244	10134
15719.25934	10152
15723.01595	10160
15680.74128	10163
15572.78744	10425
15560.72376	10444
15557.05647	10451
15557.05647	10449
15557.05647	10459
15559.15182	10451
15558.62792	10442
15562.82025	10446
15557.05647	10444
15562.29606	10445
15562.82025	10438
15561.24782	10443
15565.44177	10441
15569.11361	10438
15569.63832	10428
15572.26249	10430
15586.45063	10393
15774.74811	10070
15834.51903	9945
15817.62049	9955
15820.88785	9987
15813.81058	9943
15832.33617	9959
15807.28434	9986
15723.55278	10146
15705.86001	10138
15670.08082	10204
15567.53972	10443
15561.77192	10446
15564.91738	10442
15564.91738	10433
15567.53972	10434
15564.91738	10431
15565.96619	10435
15570.16307	10425
15569.63832	10431
15570.68786	10427
15568.58894	10429
15573.31244	10424
15576.46328	10417
15575.93803	10420
15574.36256	10418
15575.93803	10420
15574.36256	10416
15576.46328	10416
15580.14111	10414
15578.03925	10408
15578.03925	10412
15578.03925	10412
15582.24363	10406
15580.66668	10402
15586.45063	10410
15581.71794	10403
15587.50279	10397
15586.97669	10403
