Altitude (m)	Pressure (Pa)
22310.73729	2558
22310.73729	2558
22315.64421	2564
22320.55578	2565
22307.4686	2560
22325.47203	2558
22318.91807	2554
22314.00805	2555
22310.73729	2562
22320.55578	2557
22315.64421	2557
22309.10269	2557
22314.00805	2563
22309.10269	2558
22309.10269	2558
22315.64421	2558
22314.00805	2559
22338.6049	2552
22323.83276	2543
22323.83276	2555
22323.83276	2558
22318.91807	2566
22323.83276	2553
22318.91807	2562
22322.19401	2556
22309.10269	2565
22323.83276	2557
22318.91807	2558
22330.39295	2551
22325.47203	2552
22322.19401	2555
22314.00805	2555
22323.83276	2558
22322.19401	2551
22333.67616	2558
22325.47203	2556
22323.83276	2549
22333.67616	2548
22323.83276	2553
22330.39295	2549
22323.83276	2553
22322.19401	2546
22327.11181	2549
22333.67616	2548
22323.83276	2548
22328.75212	2555
22330.39295	2548
22340.24886	2555
22340.24886	2548
22338.6049	2551
22343.53835	2546
22343.53835	2539
22340.24886	2545
22346.82993	2540
22345.18388	2540
22340.24886	2543
22346.82993	2543
22338.6049	2545
22345.18388	2546
22345.18388	2546
22343.53835	2545
22346.82993	2545
22343.53835	2535
22345.18388	2542
22345.18388	2543
22351.77124	2549
22345.18388	2545
22351.77124	2543
22345.18388	2542
22343.53835	2539
22340.24886	2543
22345.18388	2543
22338.6049	2548
22343.53835	2539
22345.18388	2542
22350.12361	2539
22355.06807	2535
22338.6049	2543
22345.18388	2542
22336.96147	2547
22343.53835	2542
22348.47651	2542
22345.18388	2545
22338.6049	2543
22340.24886	2546
22343.53835	2540
22345.18388	2547
22341.89334	2542
22338.6049	2542
22341.89334	2546
22350.12361	2542
22341.89334	2550
22348.47651	2544
22336.96147	2543
22332.03429	2544
22345.18388	2537
22353.41939	2539
22348.47651	2537
22351.77124	2537
22338.6049	2544
22341.89334	2544
22346.82993	2537
22338.6049	2544
22338.6049	2541
22343.53835	2541
22350.12361	2536
22350.12361	2540
22348.47651	2539
22355.06807	2533
22348.47651	2543
22360.01727	2540
22358.36701	2540
22343.53835	2540
22353.41939	2543
22343.53835	2543
22341.89334	2537
22345.18388	2537
22348.47651	2539
22355.06807	2537
22348.47651	2539
22340.24886	2543
22348.47651	2540
22346.82993	2537
22353.41939	2544
22353.41939	2527
22355.06807	2540
22341.89334	2541
22355.06807	2534
22355.06807	2537
22358.36701	2537
22348.47651	2538
22358.36701	2537
22351.77124	2534
22353.41939	2533
22368.27649	2532
22348.47651	2540
22366.62359	2533
22363.31937	2527
22366.62359	2529
22368.27649	2534
22361.66806	2522
22363.31937	2531
22378.20503	2531
22356.71727	2535
22351.77124	2534
22363.31937	2528
22371.58388	2528
22361.66806	2531
22366.62359	2525
22368.27649	2531
22363.31937	2531
22355.06807	2531
22368.27649	2532
22361.66806	2531
22371.58388	2528
22363.31937	2532
22373.23837	2528
22374.8934	2534
22361.66806	2531
22363.31937	2538
22363.31937	2538
22361.66806	2532
22368.27649	2529
22368.27649	2526
22368.27649	2534
22368.27649	2529
22366.62359	2532
22366.62359	2532
22366.62359	2526
22379.86165	2522
22368.27649	2523
22378.20503	2528
22366.62359	2529
22366.62359	2525
22366.62359	2525
22376.54895	2529
22363.31937	2535
22373.23837	2523
22381.5188	2522
22366.62359	2522
22373.23837	2523
22369.92992	2527
22373.23837	2523
22376.54895	2526
22376.54895	2527
22386.49344	2522
22378.20503	2523
22373.23837	2520
22388.15272	2519
22393.13377	2519
22384.83469	2510
22388.15272	2522
22381.5188	2520
22391.47289	2524
22383.17648	2520
22374.8934	2526
22383.17648	2524
22376.54895	2529
22371.58388	2526
22386.49344	2523
22386.49344	2516
22384.83469	2521
22383.17648	2521
22379.86165	2516
22386.49344	2517
22386.49344	2514
22384.83469	2517
22381.5188	2524
22374.8934	2526
22384.83469	2515
22379.86165	2520
22384.83469	2518
22388.15272	2517
22394.79519	2515
22396.45715	2518
22396.45715	2514
22391.47289	2510
22391.47289	2517
22404.77497	2508
22398.11964	2506
22401.44623	2510
22396.45715	2508
22409.77212	2512
22404.77497	2502
22398.11964	2515
22406.44015	2511
22394.79519	2510
22401.44623	2508
22401.44623	2508
22394.79519	2512
22384.83469	2508
22401.44623	2511
22398.11964	2514
22398.11964	2511
22394.79519	2510
22403.11033	2507
22409.77212	2509
22409.77212	2503
22409.77212	2505
22396.45715	2510
22399.78267	2509
22401.44623	2508
22399.78267	2502
22404.77497	2511
22408.10586	2510
22409.77212	2502
22404.77497	2510
22398.11964	2510
22389.81254	2511
22398.11964	2511
22411.43891	2500
22398.11964	2506
22408.10586	2503
22399.78267	2502
22403.11033	2510
22398.11964	2507
22408.10586	2510
22404.77497	2510
22409.77212	2507
22399.78267	2509
22404.77497	2509
22404.77497	2512
22419.78098	2503
22419.78098	2502
22418.11148	2500
22421.45102	2492
22434.83084	2492
22424.79271	2494
22428.13658	2491
22424.79271	2494
22423.12159	2492
22419.78098	2491
22419.78098	2504
22408.10586	2496
22419.78098	2497
22431.48262	2493
22424.79271	2498
22426.46438	2490
22426.46438	2493
22426.46438	2494
22419.78098	2494
22423.12159	2491
22424.79271	2495
22428.13658	2491
22431.48262	2493
22424.79271	2493
22418.11148	2491
22419.78098	2494
22423.12159	2491
22419.78098	2488
22424.79271	2493
22431.48262	2494
22434.83084	2494
22419.78098	2494
22418.11148	2490
22434.83084	2487
22436.50577	2481
22429.80933	2488
22423.12159	2492
22431.48262	2487
22429.80933	2488
22431.48262	2488
22434.83084	2482
22446.5668	2488
22429.80933	2491
22428.13658	2492
22439.85726	2486
22429.80933	2487
22441.53383	2481
22441.53383	2495
22434.83084	2489
22446.5668	2482
22446.5668	2485
22438.18124	2485
22444.8886	2479
22444.8886	2484
22446.5668	2482
22441.53383	2486
22446.5668	2481
22433.15646	2488
22446.5668	2482
22449.92486	2486
22434.83084	2484
22451.60471	2485
22429.80933	2488
22438.18124	2485
22434.83084	2488
22441.53383	2488
22441.53383	2479
22433.15646	2487
22446.5668	2476
22439.85726	2488
22436.50577	2479
22446.5668	2482
22451.60471	2481
22451.60471	2479
22449.92486	2481
22446.5668	2481
22446.5668	2479
22449.92486	2483
22446.5668	2481
22443.21094	2481
22443.21094	2479
22438.18124	2482
22444.8886	2482
22448.24555	2488
22456.64755	2472
22449.92486	2485
22438.18124	2485
22453.2851	2480
22448.24555	2482
22453.2851	2486
22448.24555	2479
22439.85726	2482
22444.8886	2480
22443.21094	2486
22433.15646	2479
22453.2851	2483
22453.2851	2482
22433.15646	2485
22449.92486	2482
22443.21094	2486
22444.8886	2477
22448.24555	2480
22449.92486	2486
22449.92486	2488
22454.96605	2477
22453.2851	2482
22448.24555	2482
22448.24555	2483
22465.0633	2473
22473.49286	2475
22473.49286	2472
22466.74811	2475
22458.3296	2474
22471.80584	2471
22461.69535	2466
22463.37905	2472
22466.74811	2468
22473.49286	2472
22468.43347	2468
22466.74811	2465
22453.2851	2471
22449.92486	2474
22449.92486	2474
22453.2851	2474
22458.3296	2473
22463.37905	2470
22470.11938	2474
22460.0122	2470
22476.86856	2473
22463.37905	2471
22471.80584	2467
22458.3296	2466
22465.0633	2467
22458.3296	2476
22454.96605	2467
22465.0633	2464
22470.11938	2467
22470.11938	2472
22475.18043	2465
22458.3296	2460
22470.11938	2470
22465.0633	2465
22468.43347	2465
22461.69535	2468
22476.86856	2463
22473.49286	2460
22476.86856	2462
22480.24648	2462
22478.55724	2465
22480.24648	2461
22473.49286	2455
22483.62662	2458
22473.49286	2464
22478.55724	2461
22478.55724	2468
22475.18043	2455
22473.49286	2461
22483.62662	2464
22483.62662	2461
22478.55724	2459
22488.70101	2464
22485.31753	2459
22471.80584	2461
22483.62662	2463
22468.43347	2458
22490.39359	2461
22483.62662	2461
22480.24648	2462
22483.62662	2456
22483.62662	2453
22488.70101	2461
22481.93627	2460
22493.78043	2455
22495.47468	2452
22478.55724	2460
22481.93627	2463
22481.93627	2456
22476.86856	2462
22488.70101	2453
22493.78043	2455
22483.62662	2463
22495.47468	2462
22488.70101	2459
22485.31753	2456
22493.78043	2452
22478.55724	2455
22490.39359	2459
22483.62662	2458
22490.39359	2456
22488.70101	2460
22488.70101	2460
22478.55724	2458
22481.93627	2459
22488.70101	2453
22498.86487	2450
22485.31753	2458
22488.70101	2452
22485.31753	2458
22478.55724	2466
22490.39359	2452
22488.70101	2456
22490.39359	2462
22502.2573	2452
22503.95436	2445
22505.65198	2450
22498.86487	2443
22505.65198	2449
22488.70101	2450
22509.04891	2456
22505.65198	2452
22503.95436	2452
22500.56081	2449
22500.56081	2449
22509.04891	2446
22509.04891	2452
22500.56081	2446
22495.47468	2452
22503.95436	2450
22505.65198	2446
22505.65198	2453
22497.1695	2446
22503.95436	2447
22497.1695	2446
22500.56081	2452
22509.04891	2454
22509.04891	2449
22498.86487	2450
22509.04891	2446
22498.86487	2446
22510.74821	2444
22503.95436	2443
22515.84951	2440
22503.95436	2446
22498.86487	2443
22514.14852	2453
22495.47468	2446
22500.56081	2449
22503.95436	2447
22510.74821	2443
22515.84951	2444
22509.04891	2436
22510.74821	2436
22517.55108	2440
22510.74821	2444
22517.55108	2443
22514.14852	2443
22509.04891	2444
22510.74821	2444
22510.74821	2444
22519.2532	2444
22514.14852	2437
22514.14852	2448
22522.65915	2443
22509.04891	2446
22510.74821	2443
22510.74821	2444
22524.36298	2441
22509.04891	2448
22509.04891	2443
22510.74821	2438
22510.74821	2442
22514.14852	2447
22514.14852	2438
22510.74821	2447
22515.84951	2435
22509.04891	2447
22519.2532	2435
22512.44808	2441
22514.14852	2450
22509.04891	2445
22526.06737	2437
22512.44808	2439
22517.55108	2432
22529.47785	2435
22526.06737	2437
22526.06737	2442
22514.14852	2435
22522.65915	2434
22531.18395	2436
22519.2532	2436
22514.14852	2435
22522.65915	2428
22534.59784	2428
22526.06737	2432
22517.55108	2435
22524.36298	2442
22519.2532	2436
22524.36298	2435
22536.30564	2432
22524.36298	2436
22524.36298	2439
22517.55108	2432
22522.65915	2432
22512.44808	2435
22512.44808	2439
22529.47785	2435
22514.14852	2436
22524.36298	2434
22527.77233	2435
22529.47785	2443
22519.2532	2435
22529.47785	2432
22534.59784	2433
22532.89061	2430
22529.47785	2432
22522.65915	2437
22524.36298	2430
22529.47785	2432
22532.89061	2432
22527.77233	2433
22529.47785	2426
22538.01401	2429
22522.65915	2433
22543.14254	2432
22529.47785	2435
22546.56442	2423
22544.85319	2425
22538.01401	2425
22538.01401	2423
22541.43246	2426
22539.72295	2422
22529.47785	2426
22534.59784	2427
22538.01401	2431
22543.14254	2426
22543.14254	2417
22538.01401	2420
22538.01401	2429
22543.14254	2430
22526.06737	2433
22538.01401	2420
22527.77233	2426
22543.14254	2423
22527.77233	2431
22543.14254	2423
22553.41504	2426
22538.01401	2424
22538.01401	2421
22553.41504	2420
22563.7082	2418
22555.12913	2419
22568.86256	2412
22568.86256	2418
22555.12913	2413
22567.14386	2409
22565.42574	2411
22561.99124	2407
22560.27485	2410
22555.12913	2415
22565.42574	2411
22568.86256	2406
22568.86256	2406
22570.58183	2405
22580.90963	2401
22575.74313	2408
22594.71258	2401
22582.63296	2401
22582.63296	2398
22582.63296	2398
22589.5321	2404
22582.63296	2397
22592.98517	2397
22582.63296	2401
22591.25834	2399
22592.98517	2395
22584.35688	2400
22584.35688	2397
22605.08932	2385
22606.82083	2388
22617.22223	2385
22646.80856	2361
22667.79693	2358
22683.59517	2335
22683.59517	2342
22688.87218	2341
22669.54987	2349
22678.32364	2350
22713.57086	2331
22717.10906	2328
22722.42099	2323
22724.19287	2321
22718.87909	2324
22713.57086	2323
22717.10906	2324
22718.87909	2320
22724.19287	2326
22718.87909	2320
22671.30341	2341
22674.81232	2348
22664.29285	2359
22636.34671	2373
22627.64488	2379
22617.22223	2384
22612.01888	2382
22615.48719	2379
22615.48719	2384
22612.01888	2381
22599.89831	2387
22617.22223	2381
22613.75274	2385
22605.08932	2391
22589.5321	2396
22598.16915	2387
22592.98517	2397
22598.16915	2399
22587.80645	2392
22587.80645	2399
22587.80645	2398
22577.46471	2402
22592.98517	2397
22598.16915	2395
22592.98517	2403
22594.71258	2391
22596.44057	2393
22589.5321	2397
22601.62806	2387
22601.62806	2401
22594.71258	2399
22594.71258	2402
22586.08137	2395
22591.25834	2398
22591.25834	2402
22592.98517	2401
22591.25834	2395
22580.90963	2401
22589.5321	2398
22599.89831	2397
22594.71258	2397
22594.71258	2395
22596.44057	2393
22589.5321	2401
22587.80645	2397
22584.35688	2394
22584.35688	2393
22601.62806	2398
22584.35688	2395
22594.71258	2397
22592.98517	2393
22592.98517	2398
22584.35688	2398
22596.44057	2388
22605.08932	2395
22598.16915	2394
22617.22223	2392
22601.62806	2392
22599.89831	2390
22599.89831	2390
22594.71258	2384
22603.3584	2381
22617.22223	2377
22622.43089	2375
22629.38406	2372
22632.8642	2369
22646.80856	2362
22666.04459	2349
22678.32364	2340
22706.50184	2331
22711.80268	2326
22620.69408	2374
22624.16829	2383
22625.90629	2373
22639.83161	2349
22947.00618	2198
22976.72763	2171
23070.75936	2124
23076.45786	2133
23008.50074	2169
23014.12872	2171
23016.00612	2167
23008.50074	2170
23010.37603	2155
23017.88423	2152
23021.64255	2152
23023.52277	2157
23021.64255	2157
23021.64255	2157
23012.25203	2154
23021.64255	2156
23042.36391	2150
23012.25203	2161
23017.88423	2167
22915.61856	2222
22945.15441	2197
22971.14144	2193
22956.27525	2193
22956.27525	2198
22911.93874	2214
22910.09984	2220
22948.85863	2195
23004.75226	2161
22978.59107	2183
22978.59107	2180
22993.5236	2173
22989.7863	2179
22986.05178	2185
22986.05178	2179
22974.86487	2188
22974.86487	2178
22971.14144	2188
22965.56146	2190
22956.27525	2186
22961.84491	2186
22943.30333	2202
22915.61856	2208
22904.58717	2219
22921.14334	2214
22875.28768	2235
22793.78341	2279
22802.77481	2272
22784.80796	2290
22715.33966	2323
22710.03512	2332
22681.83739	2336
22688.87218	2345
22681.83739	2350
22673.05756	2351
22666.04459	2349
22660.79119	2358
22659.04126	2354
22662.54172	2358
22653.79508	2358
22643.31889	2367
22643.31889	2372
22645.06343	2366
22641.57495	2366
22632.8642	2369
22638.08886	2366
22639.83161	2366
22648.55429	2364
22639.83161	2365
22657.29193	2366
22655.54321	2359
22639.83161	2359
22645.06343	2368
22643.31889	2368
22645.06343	2368
22659.04126	2361
22646.80856	2359
22664.29285	2361
22655.54321	2358
22646.80856	2362
22667.79693	2367
22646.80856	2364
22646.80856	2368
22652.04755	2362
22646.80856	2364
22652.04755	2362
22660.79119	2358
22655.54321	2355
22657.29193	2360
22657.29193	2356
22660.79119	2358
22657.29193	2355
22660.79119	2356
22660.79119	2360
22650.30062	2362
22659.04126	2357
22650.30062	2361
22632.8642	2370
22641.57495	2367
22638.08886	2365
22641.57495	2362
22650.30062	2358
22643.31889	2366
22650.30062	2366
22655.54321	2359
22659.04126	2360
22655.54321	2357
22666.04459	2353
22664.29285	2351
22655.54321	2357
22673.05756	2348
23031.05072	2127
23118.4468	2117
23101.22678	2108
23120.36382	2094
23143.42567	2100
23065.06735	2133
23072.65814	2133
23078.3588	2130
23078.3588	2131
23068.8613	2132
23070.75936	2134
23074.55764	2132
23078.3588	2125
23089.7797	2121
23085.96983	2111
23106.96018	2110
23133.80359	2098
23129.95995	2101
23129.95995	2096
23135.72652	2096
23118.4468	2100
23122.28157	2109
23126.11928	2105
23151.13675	2089
23153.06639	2091
23145.35232	2091
23145.35232	2089
23151.13675	2090
23156.92791	2085
23162.72581	2080
23180.16019	2075
23172.40403	2070
23185.98526	2074
23166.59484	2070
23176.2806	2079
23168.53048	2082
23133.80359	2100
23114.61499	2104
23128.03925	2105
23112.70019	2113
23114.61499	2111
23118.4468	2111
23118.4468	2109
23122.28157	2108
23103.13718	2108
23106.96018	2107
23126.11928	2111
23053.70275	2145
23055.59505	2131
23063.17146	2141
23048.03012	2143
23032.93448	2145
23082.16287	2121
23082.16287	2123
23106.96018	2115
23106.96018	2107
23122.28157	2096
23141.49977	2093
23114.61499	2117
23101.22678	2097
23116.53053	2118
23106.96018	2107
23095.49995	2127
23027.28533	2173
22995.3933	2165
22984.18556	2183
22886.25504	2238
22880.76838	2233
22875.28768	2249
22828.03609	2257
22822.61232	2269
22820.80569	2265
22784.80796	2297
22724.19287	2319
22724.19287	2327
22708.26817	2329
22697.67937	2338
22702.97101	2328
22697.67937	2331
22701.20652	2337
22697.67937	2334
22683.59517	2337
22681.83739	2337
22676.56768	2343
22681.83739	2333
22699.44264	2339
22695.91671	2336
22690.6324	2337
22676.56768	2345
22676.56768	2341
22673.05756	2342
22667.79693	2346
22678.32364	2348
22674.81232	2346
22678.32364	2346
22685.35357	2339
22702.97101	2346
22690.6324	2340
22690.6324	2340
22688.87218	2347
22685.35357	2342
22678.32364	2337
22694.15466	2343
22690.6324	2350
22690.6324	2344
22683.59517	2337
22681.83739	2346
22999.13479	2171
22999.13479	2161
23070.75936	2108
23149.20786	2126
23118.4468	2096
23160.79243	2086
23143.42567	2098
23085.96983	2126
23110.78612	2106
23135.72652	2104
23135.72652	2089
23170.46688	2079
23182.10112	2076
23193.76266	2063
23178.22002	2067
23176.2806	2073
23164.65995	2076
23170.46688	2080
23131.8814	2101
23120.36382	2102
23089.7797	2120
23091.68572	2118
23072.65814	2127
23059.38182	2132
23059.38182	2134
23063.17146	2129
23074.55764	2128
23076.45786	2131
23089.7797	2131
23087.8744	2124
23070.75936	2125
23078.3588	2130
23072.65814	2128
23076.45786	2128
23091.68572	2120
23099.31711	2116
23118.4468	2113
23124.20005	2109
23124.20005	2099
23166.59484	2079
23178.22002	2075
23191.81717	2070
23180.16019	2074
23180.16019	2076
23187.92847	2069
23182.10112	2069
23203.50157	2061
23195.70892	2056
23205.45165	2060
23213.25962	2060
23215.21353	2056
23219.12367	2051
23209.3541	2053
23215.21353	2050
23176.2806	2079
23139.57461	2092
23143.42567	2087
23149.20786	2091
23147.27972	2098
23124.20005	2105
23108.87278	2111
23112.70019	2112
23120.36382	2104
23126.11928	2106
23131.8814	2096
23131.8814	2095
23139.57461	2099
23156.92791	2083
22761.54595	2298
22759.76098	2296
22745.5038	2304
22765.11778	2300
22759.76098	2300
22752.62738	2295
22759.76098	2301
22747.28376	2304
22754.40984	2296
22754.40984	2301
22757.97664	2306
22846.15747	2179
23166.59484	2073
23160.79243	2085
23145.35232	2083
23143.42567	2098
23164.65995	2085
23168.53048	2076
23176.2806	2081
23160.79243	2082
23172.40403	2069
23185.98526	2069
23185.98526	2074
23191.81717	2070
23191.81717	2074
23187.92847	2073
23178.22002	2070
23185.98526	2066
23185.98526	2072
23182.10112	2066
23184.04281	2075
23195.70892	2070
23184.04281	2070
23184.04281	2073
23153.06639	2085
23139.57461	2095
23128.03925	2096
23129.95995	2102
23141.49977	2093
23131.8814	2099
23116.53053	2109
23112.70019	2104
23099.31711	2119
23099.31711	2111
23120.36382	2114
23059.38182	2145
22982.32004	2168
22993.5236	2166
22984.18556	2172
22993.5236	2178
22943.30333	2206
22888.08525	2230
22888.08525	2239
22844.34241	2259
22833.46568	2252
22795.58041	2280
22790.19132	2294
22774.05837	2301
22768.69212	2302
22756.19293	2300
22747.28376	2313
22745.5038	2312
22749.06434	2305
22756.19293	2308
22740.16767	2307
22743.72447	2310
22724.19287	2318
22724.19287	2324
22729.51222	2318
22718.87909	2323
22724.19287	2314
22718.87909	2323
22736.61337	2312
22743.72447	2304
22743.72447	2310
22741.94576	2310
22740.16767	2313
22752.62738	2303
22747.28376	2313
22745.5038	2308
22752.62738	2305
22743.72447	2305
22750.84555	2310
22743.72447	2302
22759.76098	2300
22752.62738	2302
22736.61337	2309
22754.40984	2306
22754.40984	2301
22754.40984	2297
22768.69212	2291
23178.22002	2084
23151.13675	2094
23137.65019	2099
23093.59247	2120
23097.40817	2119
23099.31711	2119
23093.59247	2114
23103.13718	2111
23126.11928	2099
23141.49977	2102
23141.49977	2098
23158.85979	2088
23166.59484	2085
23162.72581	2077
23162.72581	2079
23168.53048	2084
23184.04281	2068
23215.21353	2055
23228.91252	2047
23223.03689	2051
23219.12367	2056
23215.21353	2058
23217.16822	2062
23195.70892	2076
23153.06639	2088
23116.53053	2107
23120.36382	2105
23122.28157	2108
23108.87278	2114
23103.13718	2111
23103.13718	2117
23105.04832	2113
23084.06598	2119
23095.49995	2121
23076.45786	2125
23084.06598	2122
23084.06598	2133
22826.22752	2267
22797.37805	2276
22793.78341	2285
22786.60178	2297
22768.69212	2300
22765.11778	2291
22770.48024	2295
22763.33155	2295
22768.69212	2293
22777.63904	2289
22772.26899	2292
22772.26899	2293
22766.90464	2297
22761.54595	2293
22765.11778	2292
22766.90464	2293
22768.69212	2300
22761.54595	2294
22759.76098	2296
22774.05837	2294
22768.69212	2290
22766.90464	2292
22777.63904	2289
22772.26899	2293
22777.63904	2296
22770.48024	2299
22765.11778	2293
22766.90464	2294
22777.63904	2289
22779.43032	2293
22783.01478	2294
22770.48024	2293
22772.26899	2293
22774.05837	2294
22783.01478	2293
22784.80796	2287
22775.84839	2291
22783.01478	2287
22783.01478	2287
22777.63904	2289
22781.22223	2290
22786.60178	2285
22777.63904	2290
22775.84839	2293
22777.63904	2286
22788.39623	2294
22770.48024	2291
22783.01478	2287
22791.98705	2286
22784.80796	2279
22797.37805	2285
22784.80796	2283
22786.60178	2286
22791.98705	2285
22791.98705	2283
22784.80796	2285
22779.43032	2288
22791.98705	2280
22790.19132	2282
22786.60178	2285
22777.63904	2285
22797.37805	2283
22791.98705	2282
22786.60178	2281
22783.01478	2286
22783.01478	2284
22788.39623	2286
22788.39623	2284
22779.43032	2281
22790.19132	2287
22779.43032	2289
22793.78341	2290
22793.78341	2277
22799.17633	2281
22783.01478	2284
22793.78341	2278
22800.97525	2281
22804.57501	2278
22795.58041	2275
22793.78341	2282
22799.17633	2281
22809.97945	2277
22800.97525	2279
22800.97525	2280
22813.58562	2283
22793.78341	2279
22799.17633	2290
22788.39623	2287
22788.39623	2282
22799.17633	2279
22799.17633	2284
22786.60178	2284
22788.39623	2279
22788.39623	2282
22800.97525	2285
22786.60178	2288
22797.37805	2284
22783.01478	2277
22788.39623	2284
22786.60178	2281
22793.78341	2284
22802.77481	2281
22815.38967	2274
22799.17633	2276
22799.17633	2279
22797.37805	2276
22799.17633	2278
22795.58041	2275
22808.17733	2276
22808.17733	2273
22813.58562	2270
22804.57501	2270
22793.78341	2276
22799.17633	2283
22802.77481	2276
22804.57501	2273
22802.77481	2283
22790.19132	2283
22802.77481	2272
22800.97525	2280
22791.98705	2282
22791.98705	2281
22799.17633	2275
22802.77481	2286
22799.17633	2279
22797.37805	2275
22797.37805	2276
22791.98705	2281
22791.98705	2284
22804.57501	2278
22806.37585	2279
22804.57501	2282
22806.37585	2274
22793.78341	2274
22799.17633	2281
22799.17633	2277
22800.97525	2275
22800.97525	2274
22804.57501	2275
22811.78221	2279
22806.37585	2274
22802.77481	2267
22804.57501	2281
22788.39623	2291
22788.39623	2283
22793.78341	2285
22800.97525	2278
22793.78341	2284
22788.39623	2282
22786.60178	2284
22791.98705	2288
22806.37585	2274
22800.97525	2284
22784.80796	2277
22806.37585	2277
22800.97525	2276
22793.78341	2279
22808.17733	2273
22774.05837	2284
22790.19132	2283
22791.98705	2282
22791.98705	2279
22797.37805	2282
22790.19132	2282
22786.60178	2283
22791.98705	2276
22802.77481	2274
22806.37585	2280
22790.19132	2283
22797.37805	2279
22802.77481	2276
22795.58041	2274
22806.37585	2277
22802.77481	2273
22806.37585	2274
22811.78221	2270
22800.97525	2276
22800.97525	2271
22808.17733	2277
22808.17733	2282
22788.39623	2285
22788.39623	2281
22797.37805	2281
22791.98705	2278
22795.58041	2279
22793.78341	2279
22791.98705	2279
22793.78341	2281
22797.37805	2282
22800.97525	2281
22802.77481	2278
22802.77481	2276
22797.37805	2275
22802.77481	2282
22809.97945	2278
22802.77481	2278
22793.78341	2275
22804.57501	2278
22799.17633	2273
22797.37805	2278
22799.17633	2278
22806.37585	2275
22799.17633	2282
22799.17633	2276
22797.37805	2271
22808.17733	2270
22811.78221	2277
22817.19437	2274
22809.97945	2271
22797.37805	2269
22802.77481	2271
22799.17633	2276
22806.37585	2272
22817.19437	2276
22804.57501	2272
22809.97945	2271
22811.78221	2268
22815.38967	2274
22815.38967	2271
22806.37585	2266
22817.19437	2272
22815.38967	2271
22820.80569	2271
22817.19437	2268
22822.61232	2268
22817.19437	2263
22820.80569	2271
22820.80569	2266
22835.27684	2261
22824.41959	2272
22822.61232	2263
22822.61232	2262
22831.65517	2264
22815.38967	2266
22822.61232	2262
22828.03609	2266
22826.22752	2262
22820.80569	2259
22828.03609	2263
22831.65517	2265
22826.22752	2265
22822.61232	2263
22820.80569	2261
22838.90112	2261
22838.90112	2256
22815.38967	2272
22828.03609	2262
22828.03609	2268
22826.22752	2268
22820.80569	2259
22820.80569	2264
22822.61232	2264
22820.80569	2262
22824.41959	2259
22824.41959	2265
22822.61232	2269
22829.8453	2262
22829.8453	2262
22818.99971	2265
22818.99971	2267
22818.99971	2265
22824.41959	2261
22822.61232	2264
22835.27684	2264
22818.99971	2258
22828.03609	2266
22817.19437	2263
22824.41959	2265
22818.99971	2267
22826.22752	2263
22818.99971	2264
22820.80569	2270
22826.22752	2268
22817.19437	2270
22817.19437	2267
22818.99971	2266
22817.19437	2264
22813.58562	2264
22831.65517	2261
22829.8453	2267
22842.52799	2261
22826.22752	2267
22818.99971	2261
22826.22752	2263
22824.41959	2261
22837.08865	2261
22826.22752	2258
22824.41959	2261
22831.65517	2258
22826.22752	2261
22831.65517	2261
22818.99971	2258
22826.22752	2257
22826.22752	2255
22837.08865	2257
22844.34241	2257
22826.22752	2255
22838.90112	2258
22842.52799	2254
22835.27684	2255
22842.52799	2253
22835.27684	2258
22837.08865	2258
22837.08865	2256
22837.08865	2256
22835.27684	2258
22847.9732	2254
22837.08865	2260
22840.71423	2264
22853.42428	2248
22840.71423	2261
22840.71423	2257
22828.03609	2261
22829.8453	2262
22842.52799	2258
22833.46568	2256
22829.8453	2264
22833.46568	2253
22838.90112	2261
22844.34241	2250
22835.27684	2258
22829.8453	2256
22829.8453	2258
22838.90112	2255
22840.71423	2255
22844.34241	2252
22838.90112	2256
22837.08865	2262
22837.08865	2256
22840.71423	2260
22847.9732	2251
22844.34241	2250
22846.15747	2252
22840.71423	2252
22844.34241	2256
22842.52799	2248
22853.42428	2252
22851.6066	2251
22849.78957	2250
22857.06161	2246
22849.78957	2253
22855.24261	2247
22849.78957	2249
22842.52799	2250
22862.52252	2250
22860.70156	2252
22851.6066	2244
22846.15747	2252
22844.34241	2253
22844.34241	2252
22857.06161	2249
22847.9732	2246
22855.24261	2240
22853.42428	2243
22853.42428	2250
22855.24261	2252
22838.90112	2247
22851.6066	2250
22866.16641	2240
22855.24261	2241
22855.24261	2248
22847.9732	2251
22858.88125	2247
22866.16641	2244
22857.06161	2237
22862.52252	2250
22857.06161	2244
22857.06161	2250
22851.6066	2253
22857.06161	2241
22855.24261	2250
22860.70156	2244
22857.06161	2249
22855.24261	2246
22844.34241	2250
22867.98935	2242
22853.42428	2245
22862.52252	2242
22867.98935	2243
22858.88125	2248
22871.6372	2242
22867.98935	2239
22862.52252	2246
22851.6066	2241
22858.88125	2242
22862.52252	2242
22866.16641	2238
22869.81294	2239
22858.88125	2249
22851.6066	2252
22864.34414	2246
22853.42428	2250
22857.06161	2243
22866.16641	2240
22866.16641	2240
22866.16641	2238
22871.6372	2244
22866.16641	2231
22864.34414	2237
22869.81294	2235
22873.46211	2244
22871.6372	2239
22869.81294	2244
22869.81294	2239
22860.70156	2236
22866.16641	2238
22866.16641	2245
22864.34414	2249
22877.11392	2239
22858.88125	2245
22853.42428	2245
22866.16641	2242
22877.11392	2242
22869.81294	2236
22871.6372	2238
22880.76838	2239
