t (s)	θ (rad)
0.1366666666666667	6.183516654688427
0.13750000000000004	6.251945473749321
0.13833333333333336	6.314425140609857
0.13916666666666672	6.4115085348653835
0.14	6.448333984594217
0.1408333333333333	6.448333984594218
0.14166666666666666	6.505267209085072
0.1425	6.552352799965291
0.14333333333333334	6.5657402596491785
0.1441666666666667	6.574642101657459
0.145	6.54378769892693
0.14583333333333334	6.683425964213566
0.1466666666666667	6.73190865119031
0.1475	6.7319086511903095
0.14833333333333334	6.774994483168286
0.14916666666666667	6.7873512686587425
0.15	6.862259576547318
0.15083333333333335	6.9472314700062725
0.15166666666666667	6.899482244575661
0.15250000000000002	7.018625074855093
0.15333333333333335	6.981845131901052
0.15416666666666667	6.947231470006276
0.155	6.998928896848472
0.15583333333333335	7.068583470577038
0.15666666666666668	7.112034365968572
